tags t,posts p,users u,postHistory ph,badges b#p.Id=t.ExcerptPostId,u.Id=ph.UserId,u.Id=b.UserId,u.Id=p.OwnerUserId#p.Score,>=,0,p.Score,<=,40,p.CommentCount,=,2,p.CreationDate,<=,1408287339,u.DownVotes,<=,0,u.CreationDate,>=,1300881732,u.CreationDate,<=,1410635539,ph.CreationDate,>=,1304946538,ph.CreationDate,<=,1410360483#26960
comments c,posts p,postLinks pl,postHistory ph,votes v,badges b#p.Id=c.PostId,p.Id=pl.RelatedPostId,p.Id=ph.PostId,p.Id=v.PostId,b.UserId=c.UserId#p.PostTypeId,=,1,p.Score,=,4,p.AnswerCount,<=,4,p.FavoriteCount,>=,0,p.FavoriteCount,<=,4,pl.LinkTypeId,=,1,ph.CreationDate,>=,1284384153,ph.CreationDate,<=,1409070003#22002
postHistory ph,posts p,votes v,users u#p.Id=ph.PostId,u.Id=p.OwnerUserId,p.Id=v.PostId#ph.PostHistoryTypeId,=,2,p.PostTypeId,=,1,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CreationDate,<=,1410058696,v.VoteTypeId,=,2,v.CreationDate,>=,1280534400,v.CreationDate,<=,1410480000,u.DownVotes,>=,0,u.DownVotes,<=,0,u.CreationDate,>=,1288588868#64327
votes v,posts p,badges b,users u#u.Id=v.UserId,u.Id=p.OwnerUserId,u.Id=b.UserId#v.BountyAmount,>=,0,v.CreationDate,>=,1280188800,p.FavoriteCount,<=,2#296327
comments c,posts p,postLinks pl,postHistory ph,users u#p.Id=pl.RelatedPostId,pl.RelatedPostId=c.PostId,pl.RelatedPostId=ph.PostId,u.Id=c.UserId#c.Score,=,1,p.PostTypeId,=,1,p.Score,>=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.FavoriteCount,>=,0,p.FavoriteCount,<=,8,p.CreationDate,>=,1285610725,p.CreationDate,<=,1410525674,pl.CreationDate,>=,1284759052,pl.CreationDate,<=,1406466751,u.Views,>=,0,u.UpVotes,<=,44#2260
comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#p.PostTypeId,=,1,p.AnswerCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5,v.VoteTypeId,=,2,v.CreationDate,<=,1410048000#62679
comments c,postHistory ph,badges b,votes v,users u#u.Id=b.UserId,b.UserId=ph.UserId,ph.UserId=v.UserId,v.UserId=c.UserId#c.Score,=,3,c.CreationDate,>=,1281018752,c.CreationDate,<=,1408993074,b.Date,>=,1282431608,u.Views,>=,0,u.UpVotes,>=,0,u.UpVotes,<=,108,u.CreationDate,>=,1279571027#46966796
comments c,posts p,postHistory ph,votes v,users u#u.Id=c.UserId,c.UserId=p.OwnerUserId,p.OwnerUserId=ph.UserId,ph.UserId=v.UserId#c.CreationDate,>=,1282505011,p.PostTypeId,=,2,p.FavoriteCount,>=,0,p.FavoriteCount,<=,14,p.CreationDate,<=,1410549437,ph.PostHistoryTypeId,=,2,v.BountyAmount,>=,0,v.BountyAmount,<=,150,u.Reputation,<=,170#34
posts p,postLinks pl,postHistory ph,votes v,badges b,users u#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId,u.Id=ph.UserId,u.Id=v.UserId#p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.FavoriteCount,>=,0,p.FavoriteCount,<=,15,pl.LinkTypeId,=,1,b.Date,>=,1280021914,u.DownVotes,<=,1,u.UpVotes,=,0#1804161
postHistory ph,votes v,users u,badges b#u.Id=ph.UserId,u.Id=v.UserId,u.Id=b.UserId#ph.PostHistoryTypeId,=,5,v.CreationDate,<=,1410566400,b.Date,>=,1279626249,b.Date,<=,1409611113#1464164472
comments c,posts p,votes v,badges b,users u#u.Id=c.UserId,c.UserId=p.OwnerUserId,p.OwnerUserId=v.UserId,v.UserId=b.UserId#p.ViewCount,>=,0,p.ViewCount,<=,2405,p.CreationDate,<=,1407848991,v.BountyAmount,>=,0,v.BountyAmount,<=,50,b.Date,<=,1410518870#566347
comments c,posts p,tags t,postHistory ph,badges b,users u#u.Id=p.OwnerUserId,p.OwnerUserId=b.UserId,p.OwnerUserId=c.UserId,p.OwnerUserId=ph.UserId,p.Id=t.ExcerptPostId#c.Score,=,0,c.CreationDate,>=,1279898956,p.Score,<=,14,p.CommentCount,>=,0,ph.PostHistoryTypeId,=,5,b.Date,>=,1291341845,b.Date,<=,1409058744,u.Views,>=,0#375025612297
postHistory ph,posts p,votes v,users u#p.Id=ph.PostId,u.Id=p.OwnerUserId,p.Id=v.PostId#ph.PostHistoryTypeId,=,5,ph.CreationDate,>=,1290777357,p.CommentCount,<=,15,p.FavoriteCount,=,0,p.CreationDate,>=,1279568600,p.CreationDate,<=,1408910955,v.VoteTypeId,=,2,u.Reputation,>=,1,u.Reputation,<=,301#1695
posts p,postLinks pl,postHistory ph,votes v,badges b,users u#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId,u.Id=ph.UserId,u.Id=v.UserId#p.PostTypeId,=,1,p.Score,>=,-1,p.AnswerCount,>=,0,p.CommentCount,<=,19,p.FavoriteCount,>=,0,ph.PostHistoryTypeId,=,1,v.CreationDate,>=,1279843200,v.CreationDate,<=,1410480000,u.CreationDate,>=,1280429130,u.CreationDate,<=,1409301826#1467537352
